296547684;3166;3897298990
103310549;3768;2816108481
107411883;3976;2237645220
247922119;4170;3552408937
83573797;4486;4304191885
118893946;5026;3497984949
113394000;3486;3574626963
74764476;4272;3565021958
33794687;5306;3575194371
103127365;5953;3550537809
204427799;3994;2360644980
68547445;4766;2461396434
99718396;4064;3481080425
171774915;4463;3291332339
185870802;4827;2335963755
351498715;3173;3571094591
357608218;4023;3150544208
114295412;3713;2779091731
159687355;3014;3057210821
257496777;2750;2537244185
337058626;3172;3141581845
116693058;2349;2647702873
94507959;4034;3531808909
164881938;2199;3536692552
150300423;2450;3504411773
366131662;3294;3369788874
347250340;2392;2981733145
278504406;3483;3356010321
372220677;1903;2843104395
24744105;1928;2814385571
319550331;1924;3463016131
188970962;1416;2487457557
168117844;3055;2140807120
156493552;2982;3022984150
52059875;3132;3576666309
164273421;1163;2495850190
350341656;737;2854448619
112023489;1870;3556481772
131689870;1407;3096483216
195109238;1898;2205768130
321010029;2353;2734700977
122594187;2103;3464344708
189365024;1275;2062280480
141715901;1279;2869541668
244379368;2463;2728135865
255989455;3761;3866654675
365882842;4000;3495979066
200631188;1714;3180036857
154581235;2975;2677477919
91643906;3635;3280205552
161351560;1899;3571418827
306240742;2444;2670412441
242601548;2418;3415826658
148564582;2958;2455890726
172977937;3099;3540085163
135313959;2446;3575010276
53524487;4224;3710224061
202806010;3981;3122498460
370988576;4459;3548606344
147026252;4252;3477995200
62036507;3538;3538475681
116685824;5451;3576498299
98752904;4511;3027193801
250782727;2322;2987429806
151448916;2051;3104262851
129288365;2958;3576665299
224240650;1857;3457028402
242875881;2039;4134084155
183722501;3260;3572245131
183954282;3183;3340009954
119867216;3205;3753833621
173034233;2907;2711438311
169092794;1659;3063134226
114971644;3247;3029252484
311401651;3194;3517395464
175457443;3008;2557883088
113566390;3324;3177083936
149314395;2949;3514816009
41877690;2621;2324641180
339397767;3477;2495232928
299249552;2825;2978458647
121988661;4331;3576590390
174646140;4920;2887500485
105331976;5436;3541072287
127100842;3330;2853428661
37864001;4446;3459971422
242963;5142;3576537709
197882073;3054;3379923224
188997772;3987;3545261321
157031464;4595;3196181386
230398810;3576;2732170020
234525557;2168;3434623785
296135964;3107;3528945110
101689136;4021;3506001164
81650240;0;3565142247
153184326;3094;2785230956
187026026;5277;3172004090
147151931;3399;4224574730
25680186;3420;3367615193
172875451;3002;2754066663
32961869;4554;3340777652
130619170;5365;3012069102
128896971;5044;2765502002
106720988;4933;3765552529
141703456;4723;3342181615
145126596;4464;4311710314
129095718;5178;3371346066
240249290;550;2868432214
127049675;2143;3576638272
139683707;3255;3094004818
204015107;3391;2738523980
149434544;3408;2734703157
196821102;3040;3058834114
341047583;2290;2721093132
147597933;1569;2825654108
119575907;610;3536183036
285476398;3682;3575046804
120725859;2567;4317294162
172990774;3254;2540968117
113786166;3341;2354111787
266352836;3256;3028446037
124604200;3309;3466067603
296088137;462;2734780392
320954934;3132;2769943314
96418684;4676;3303304810
83030685;2994;2562734803
84745115;3140;2765347698
330249869;481;2890245832
164467881;3696;4279111388
223639953;3299;2812272137
364942673;3178;2735842219
194341077;2406;3571543468
324608132;2282;3047734886
135781280;3433;3495671340
76935;3256;3552508491
169713402;3171;2445870627
122285274;3841;2573018193
113348149;3273;4316064674
168208492;3847;2728382311
196546313;3601;2545510892
118182716;2168;3390915655
242788980;2900;3573631450
144486201;3061;3286048880
313308051;1459;2770836778
175000096;3220;3438859088
207856343;1634;2701124228
153829273;2877;3849463593
253360305;2432;4316050733
115189323;2208;2591171227
133700980;2762;3306584964
346457989;2744;3387269800
235500765;3367;3565184249
225139095;3651;3274523272
188460118;1918;2747677065
240170849;3673;2479946479
216721813;2155;2865150488
15988200;4095;3576639512
99544580;2215;3192076061
157340178;3536;3164093179
299630584;2371;2944495901
234170334;2430;2278994960
200310307;4350;3571848411
114189866;3990;3165681964
124580561;4393;3560435980
364177688;3851;3332440196
363715468;4449;2708269288
2820590;3864;3311207036
6487957;3101;3545844089
76567411;4067;3011874114
87372945;2848;3204719750
124589121;4414;3576661982
334971799;1130;3155691528
173223922;2003;2849421426
357257273;1359;2842091367
7087013;3253;3892743856
117698751;4482;3575526695
358301797;4065;3551129710
100530303;4578;3710247292
177613008;4737;3713342342
60602962;4523;2553806378
22928518;3646;3575242268
151348176;4046;4317039490
169865303;3778;3546047428
112776912;3925;2693008684
121744609;3119;3526337903
133143707;3576;2829674054
82873768;3785;2660096662
234529822;3194;2486811315
253367117;2182;2536229363
119276695;3274;3540755892
227114157;4406;2704039580
133402801;3716;2800891073
10096962;4470;3256181363
102704;3810;2000132817
60307543;3819;2799921126
39278511;4159;3972954212
55255447;4555;3573228235
88638396;2803;2706005527
108594143;3003;3097934698
98532661;2442;2832550385
173539567;2229;3576598539
75874228;2668;3536213618
313919177;48;2798659143
95116210;566;3321136267
204271714;1851;3439592777
