319739541;1044;3011774608
82072846;2935;3488301215
171690598;3709;3555394119
270802608;3462;3276916141
194816177;3464;3212469513
315932839;4409;3313934033
184731045;3502;3359674507
196197361;4189;3224031832
126499803;3612;3576563904
231563789;3722;3309252048
210648045;4006;3069614182
42466827;4114;3365300113
178603106;3962;3565778731
184938311;4017;3528589876
302473895;3342;3165575164
167716700;3270;3574950556
341281610;2949;3575319711
44735967;3196;3572771848
280583362;3503;3444090280
22456790;3134;3550893130
192938615;2127;3529955733
51788710;4481;3436945775
53889074;4425;3575836645
54961672;4075;3126577294
146312072;4020;2909519058
128469649;3555;3498200912
130984510;4022;3552571187
191290194;2263;3575301730
170943037;2862;3189374533
123869944;2747;2923967542
91582126;4025;3412866314
23376156;3090;3538227379
171983936;4077;3496155300
151803849;3781;3475561007
146540549;4140;3574953204
50214477;4537;3575986347
367674623;4500;3323680136
11544352;4985;3302812133
290183504;3444;3575183413
100220663;2774;3575144044
168185813;2541;3230206931
204742486;2691;2893502125
75137811;4049;3532292327
336296038;3318;3576056499
185574868;4201;3567240346
216274475;3420;3276363168
148714659;3284;3566625605
302172232;2929;3576670037
240956566;2988;3459872552
84310077;2791;3575271927
105089864;4206;3398163150
104655688;1769;3377097151
169248331;4344;3425035435
118625894;6075;2934963860
158039779;5977;3238957233
233522239;5988;3560696680
93411540;5649;3392969784
113616081;5706;3226324447
320315790;2562;3136460961
315907309;2579;3378294323
246293721;3581;3542709726
200781926;3759;3422869302
115341207;3511;3480875635
196385257;4884;3449526922
205463996;953;3570914140
22786925;3220;2989863522
163724042;3637;3431633521
301272394;3078;3557803020
196485495;5457;3575030612
157610904;4636;3575287836
181042399;3916;3574875846
102275621;4667;3574208628
187999150;4436;3575139360
115100672;4129;2934416487
130134664;4670;3284951712
162527308;3824;3534237564
369006606;3871;3559037997
150580531;4019;3167990875
341335744;4326;2899203531
165747496;4292;3559118711
242981257;4074;3461400799
46808895;2342;3530389660
26289443;2883;3569148306
285222042;3581;2968200539
227066501;5201;2934559851
364672916;3550;3144627654
313623963;2741;3308552659
217012301;3981;3569775190
204715913;1958;2997148736
117233429;907;3426769548
230122450;1146;3356101526
166758916;1356;3481209501
207446585;4035;3227120924
97960885;5303;3574759382
158808151;5011;2938356678
193953325;3536;3377794418
117820990;5407;3501640454
164692374;2433;3112559943
75177248;2170;2947840913
340701761;2972;3207226521
174664883;3858;3423225768
279754714;2300;3519592114
134081186;2909;3462407100
233671993;3819;3162266019
149559651;3564;3426166375
239060354;3665;3426698074
167785857;3553;3179820699
332231123;3151;3507212607
128240106;2654;3174791891
51550537;2438;3524576240
311927429;1746;3573582451
170717628;2588;3114489345
146717260;1636;3494816012
191506253;3209;3575440419
285445072;5127;3572457413
370928515;4486;3368203626
89524442;4911;3202580308
185158373;5263;3576525802
127679186;5003;3505909916
196281959;4044;3385639206
177581929;3982;3565872204
62536513;4648;3571766193
166389711;4870;3075905413
316468143;5137;3338580148
346414655;3340;3440952384
43273743;5224;3573056130
208358814;4028;3478112367
121952627;5381;3576328811
213582897;4004;3061472806
196547128;2737;3575862930
126327105;3068;3365786420
159400989;1108;3564333550
